Council,Period,Benchmark,Measurement_Tools,Time_Period,Side,Policy_Sector,Issues,bmpType,BMP,Description,Goals,Immediate,Short Term Actions,Long Term Actions,Permittee_Category,Responsible_Parties,parties_typology,statefed_not,Funder,Plan,,,,,,,,,
CGA,1,,,,Supply,Agriculture,Help improve surface water flow on the Ogeechee River at Eden and Kings Ferry during low flow conditions,ASWS,ASWS-5 Opportunities and Incentives for Dry-Year Releases from Ponds,"Existing surface water uses - Utilizing incentives and collaborative partnerships, identify opportunities to allow use of agricultural pond storage to augment river flows in times of shortage to 7Q10 low flow periods","1, 2, 3, 4","Develop strategy
and work with
potential
participants/
impacted users to
increase support
for and
implementation of
strategy",Examine opportunities to modify farm and other pond operations to obtain releases in to address gaps (by 01/2015),Modify farm and other pond operations to obtain releases to address gaps (by 01/2030),Surface water withdrawal (Agricultural) ,gswcc,state government,statefed,State incentive programs,http://www.coastalgeorgiacouncil.org/documents/CGA_Adopted_RWP.pdf,,,,,,,,,
CGA,1,,,,Supply,Agriculture,Help improve surface water flow on the Ogeechee River at Eden and Kings Ferry during low flow conditions,ASWS,ASWS-5 Opportunities and Incentives for Dry-Year Releases from Ponds,"Existing surface water uses - Utilizing incentives and collaborative partnerships, identify opportunities to allow use of agricultural pond storage to augment river flows in times of shortage to 7Q10 low flow periods","1, 2, 3, 4","Develop strategy
and work with
potential
participants/
impacted users to
increase support
for and
implementation of
strategy",Examine opportunities to modify farm and other pond operations to obtain releases in to address gaps (by 01/2015),Modify farm and other pond operations to obtain releases to address gaps (by 01/2030),Surface water withdrawal (Agricultural) ,agricultural surface water users,users,other,State incentive programs,http://www.coastalgeorgiacouncil.org/documents/CGA_Adopted_RWP.pdf,,,,,,,,,
CGA,1,,,,Supply,,Help improve surface water flow on the Ogeechee River at Eden and Kings Ferry during low flow conditions,ASWS,ASWS-6 Ecological Restoration Incentive Program,"Based on the outcome of research (DCAR-10 above), consider incentive based programs to restore wetlands and other areas if this practice can improve river flows during shortages to 7Q10 low flow periods","2, 4, 6,",Encourage,Determine effectiveness and feasibility of restoring wetlands (by 01/2015),Restore wetland characteristics (by 01/2030),Wetland Restoration,EPD,state government,statefed,Clean Water Act Section 319(h) Grants,http://www.coastalgeorgiacouncil.org/documents/CGA_Adopted_RWP.pdf,,,,,,,,,
CGA,2,,,,Supply,Municipal,Groundwater permit capacity gap (All Counties except Glynn County); 2050 municipal groundwater forecast exceeds existing permit capacity in all counties except Glynn,MGWPC,MGWPC-1 Increase Municipal Groundwater Permit Capacity,"For Green Zone, obtain groundwater permit capacity and construct new or expanded facilities to meet forecasted need. For Red and Yellow Zones, consider alternate source of supply, if applicable. ","3,4",NA,"Evaluate short-term needs and, if needed, work with EPD to obtain additional permit capacity and/or alternate source of supply (by 01/2025)","Evaluate long-term needs and, if needed, work with EPD to obtain additional permit capacity (by 01/2050)",Groundwater Withdrawal (municipal),municipal utilities,utilities,other,Drinking Water State Revolving Fund (DWSRF) Loan Program,http://www.coastalgeorgiacouncil.org/documents/CGA_Adopted_RWP.pdf,,,,,,,,,
CGA,2,,,,Returns,Municipal,Wasterwater permit capacity gap (Bryan County); Additional municipal wastewater treatment capacity may be needed in Bryan County,MWWPC,MWWPC-1 Increase Wastewater Permit Capacity,Expand or construct new facilities and/or obtain additional wastewater permit capacit7y to meert forecasted needs. Planned municipal projects in Bryan County.,"3,4",NA,Expand or construct new facilities and/or obtain additional wastewater permit capacity to meet forecasted needs (by 01/2025),NA,Municipal wastewater,epd,state government,statefed,GEFA Georgia Fund Loan,http://www.coastalgeorgiacouncil.org/documents/CGA_Adopted_RWP.pdf,,,,,,,,,
CGA,2,,,,Returns,Municipal,Wasterwater permit capacity gap (Bryan County); Additional municipal wastewater treatment capacity may be needed in Bryan County,MWWPC,MWWPC-1 Increase Wastewater Permit Capacity,Expand or construct new facilities and/or obtain additional wastewater permit capacit7y to meert forecasted needs. Planned municipal projects in Bryan County.,"3,4",NA,Expand or construct new facilities and/or obtain additional wastewater permit capacity to meet forecasted needs (by 01/2025),NA,Municipal wastewater,municipal wastewater utilities,utilities,other,GEFA Georgia Fund Loan,http://www.coastalgeorgiacouncil.org/documents/CGA_Adopted_RWP.pdf,,,,,,,,,
CGA,2,,,,Quality,Municipal,Water quality outside gap areas,NPS,NPS-1 Study Human Impacts on Water Quality,Data collection/analysis to confirm if dissolved oxygen and/pr fecal coliform is human induced,"4,5","Collect data to
determine dissolved
oxygen, fecal
coliform, and
nutrient sources",Confirm sources of loading and develop programs to address (by 01/2025),NA,Stormwater (NPDES Discharges),epd,state government,statefed,Clean Water Act Section 319(h) Grants (NPS Implementation Grant),http://www.coastalgeorgiacouncil.org/documents/CGA_Adopted_RWP.pdf,,,,,,,,,
CGA,2,,,,Quality,Municipal,Water quality outside gap areas,NPS,NPS-1 Study Human Impacts on Water Quality,Data collection/analysis to confirm if dissolved oxygen and/pr fecal coliform is human induced,"4,5","Collect data to
determine dissolved
oxygen, fecal
coliform, and
nutrient sources",Confirm sources of loading and develop programs to address (by 01/2025),NA,Stormwater (NPDES Discharges),municipalities,local government,other,Clean Water Act Section 319(h) Grants (NPS Implementation Grant),http://www.coastalgeorgiacouncil.org/documents/CGA_Adopted_RWP.pdf,,,,,,,,,
CGA,1,,,,Demand,,Obtain additional data and improved understanding of actual versus forecasted water use,DCAR,DCAR-4 Improve Data Quality and Analysis,"Develop scope of
work (01/2012-
06/2012) and key
partnering agencies
(06/2012-01/2015)",,"Develop scope of
work (1/2012-
6/2012) and key
partnering
agencies
(06/2012-01/2015)","Complete data collection,
research, and evaluation by
01/2015
Incorporate data/findings in
next Regional Water Plan
revision",N/A,,doa,research_academia,other,USDA Rural Development Water and Wastewater loan/grant,http://www.coastalgeorgiacouncil.org/documents/CGA_Adopted_RWP.pdf,,,,,,,,,
CGA,1,,,,Supply,Municipal,Help improve surface water flow on the Ogeechee River at Eden and Kings Ferry during low flow conditions,ASWS,ASWS-7 Land Management Incentives,Incentive-based land use practices to help promote infiltration and aquifer recharge,"2, 6","Monitor land use
changes and
further delineate
aquifer recharge
areas",Determine effectiveness and feasibility of implementing practice (by 01/2015),"If deemed effective and feasible, implement practice based on status of gap closure (by 01/2025)",Stormwater NPDES Discharge ,epd,state government,statefed,Clean Water State Revolving Fund Loan Program,http://www.coastalgeorgiacouncil.org/documents/CGA_Adopted_RWP.pdf,,,,,,,,,
CGA,2,,,,Quality,Municipal,Water quality outside gap areas,NPS,NPS-1 Study Human Impacts on Water Quality,Data collection/analysis to confirm if dissolved oxygen and/pr fecal coliform is human induced,"4,5","Collect data to
determine dissolved
oxygen, fecal
coliform, and
nutrient sources",Confirm sources of loading and develop programs to address (by 01/2025),NA,Stormwater (NPDES Discharges),utilities,utilities,other,Clean Water Act Section 319(h) Grants (NPS Implementation Grant),http://www.coastalgeorgiacouncil.org/documents/CGA_Adopted_RWP.pdf,,,,,,,,,
CGA,2,,,,Quality,Municipal,Water quality outside gap areas,NPS,NPS-2 Monitor and Address NPS Nutrient Loading,"Support efforts to monitor and determine sources of nutrient loading and other NPS impairments to waters of the State, and upon confirmation of source, develp specific management programs to address these needs","1,4,5,6","Collect data to
determine dissolved
oxygen, fecal
coliform, and
nutrient sources",Confirm sources of loading and develop programs to address (by 01/2025),NA,Stormwater (NPDES Discharges),epd,state government,statefed,Clean Water Act Section 319(h) Grants (NPS Implementation Grant),http://www.coastalgeorgiacouncil.org/documents/CGA_Adopted_RWP.pdf,,,,,,,,,
CGA,2,,,,Quality,Municipal,Water quality outside gap areas,NPS,NPS-2 Monitor and Address NPS Nutrient Loading,"Support efforts to monitor and determine sources of nutrient loading and other NPS impairments to waters of the State, and upon confirmation of source, develp specific management programs to address these needs","1,4,5,6","Collect data to
determine dissolved
oxygen, fecal
coliform, and
nutrient sources",Confirm sources of loading and develop programs to address (by 01/2025),NA,Stormwater (NPDES Discharges),municipalities,local government,other,Clean Water Act Section 319(h) Grants (NPS Implementation Grant),http://www.coastalgeorgiacouncil.org/documents/CGA_Adopted_RWP.pdf,,,,,,,,,
CGA,2,,,,Quality,Municipal,Water quality outside gap areas,NPS,NPS-2 Monitor and Address NPS Nutrient Loading,"Support efforts to monitor and determine sources of nutrient loading and other NPS impairments to waters of the State, and upon confirmation of source, develp specific management programs to address these needs","1,4,5,6","Collect data to
determine dissolved
oxygen, fecal
coliform, and
nutrient sources",Confirm sources of loading and develop programs to address (by 01/2025),NA,Stormwater (NPDES Discharges),utilities,utilities,other,Clean Water Act Section 319(h) Grants (NPS Implementation Grant),http://www.coastalgeorgiacouncil.org/documents/CGA_Adopted_RWP.pdf,,,,,,,,,
CGA,2,,,,Quality,Agriculture,Water quality outside gap areas,NPSA,NPSA-1 Soil Erosion Reduction Measures,Conservation tillage and cover crop,"4,6","Continue to support
existing best
management
practices programs","Implement a variety of
BMPs related to
forestry and
agricultural uses and
continue monitoring of
Forestry BMPs (by
01/2020)",NA,Stormwater (NPDES Discharges),agricultural users in the altamaha region,users,other,,http://www.coastalgeorgiacouncil.org/documents/CGA_Adopted_RWP.pdf,,,,,,,,,
CGA,2,,,,Quality,Agriculture,Water quality outside gap areas,NPSA,NPSA-1 Soil Erosion Reduction Measures,Conservation tillage and cover crop,"4,6","Continue to support
existing best
management
practices programs","Implement a variety of
BMPs related to
forestry and
agricultural uses and
continue monitoring of
Forestry BMPs (by
01/2020)",NA,Stormwater (NPDES Discharges),gswcc,state government,statefed,,http://www.coastalgeorgiacouncil.org/documents/CGA_Adopted_RWP.pdf,,,,,,,,,
CGA,1,,,,Quality,,,NPSR,NPSR-1 Advocate Implementing Road Runoff BMPs,"Implement BMPs to control runoff from dirt roads by encouraging County implementation of BMPs indentified in Georgia Resource Conservation and Development Council, “Georgia Better Back Roads – Field Manual”","4, 6","Select best
management
practices needed for
treating stormwater
from rural uses",Implement a variety of stormwater best management practices related to dirt road maintenance (by 01/2015),N/A,Stormwater (NPDES Discharges),county government,local government,other,CWSRF; Clean Water Act Section 319(h) Grants,http://www.coastalgeorgiacouncil.org/documents/CGA_Adopted_RWP.pdf,,,,,,,,,
